Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
09-Apr-24,Tuesday,April,Q2,2024,EQ,1490.00,1513.80,1487.30,1476.70,1497.25,1494.85,1501.10,1733.00,1185.30,9423230.00,221885.00
08-Apr-24,Monday,April,Q2,2024,EQ,1483.00,1490.95,1474.10,1479.10,1475.50,1476.70,1480.51,1733.00,1185.30,6610887.00,182211.00
05-Apr-24,Friday,April,Q2,2024,EQ,1480.05,1486.70,1476.05,1486.70,1480.40,1479.10,1480.24,1733.00,1185.30,5072482.00,151929.00
04-Apr-24,Thursday,April,Q2,2024,EQ,1490.55,1495.65,1468.00,1480.65,1489.00,1486.70,1481.80,1733.00,1185.30,11186915.00,313152.00
03-Apr-24,Wednesday,April,Q2,2024,EQ,1479.00,1495.10,1475.00,1482.85,1480.60,1480.65,1485.37,1733.00,1185.30,8736248.00,206909.00
02-Apr-24,Tuesday,April,Q2,2024,EQ,1484.85,1493.15,1480.85,1495.45,1483.90,1482.85,1484.83,1733.00,1185.30,7279400.00,216472.00
01-Apr-24,Monday,April,Q2,2024,EQ,1525.00,1529.95,1492.80,1498.05,1497.50,1495.45,1505.46,1733.00,1185.30,6580002.00,233368.00
28-Mar-24,Thursday,March,Q1,2024,EQ,1487.15,1511.80,1487.15,1483.85,1495.25,1498.05,1502.78,1733.00,1185.30,12499530.00,288652.00
27-Mar-24,Wednesday,March,Q1,2024,EQ,1496.00,1499.00,1481.55,1492.65,1487.15,1483.85,1489.96,1733.00,1185.30,6857402.00,227899.00
26-Mar-24,Tuesday,March,Q1,2024,EQ,1492.00,1507.45,1487.90,1508.85,1495.00,1492.65,1495.68,1733.00,1185.30,8351081.00,307407.00
22-Mar-24,Friday,March,Q1,2024,EQ,1521.00,1528.90,1498.20,1554.70,1511.45,1508.85,1513.20,1733.00,1185.30,14673890.00,512162.00
21-Mar-24,Thursday,March,Q1,2024,EQ,1564.00,1576.95,1543.40,1554.95,1555.50,1554.70,1556.70,1733.00,1185.30,11062497.00,223612.00
20-Mar-24,Wednesday,March,Q1,2024,EQ,1563.00,1574.95,1552.35,1561.45,1555.80,1554.95,1561.46,1733.00,1185.30,4759059.00,235538.00
19-Mar-24,Tuesday,March,Q1,2024,EQ,1592.35,1599.00,1558.00,1602.65,1566.50,1561.45,1573.88,1733.00,1185.30,6870411.00,247678.00
18-Mar-24,Monday,March,Q1,2024,EQ,1630.00,1632.65,1598.85,1634.00,1601.80,1602.65,1614.01,1733.00,1185.30,4958904.00,201320.00
15-Mar-24,Friday,March,Q1,2024,EQ,1641.10,1645.80,1618.35,1653.30,1631.45,1634.00,1631.78,1733.00,1185.30,11809997.00,285667.00
14-Mar-24,Thursday,March,Q1,2024,EQ,1614.40,1657.75,1608.00,1611.40,1649.95,1653.30,1643.02,1733.00,1185.30,8803799.00,224912.00
13-Mar-24,Wednesday,March,Q1,2024,EQ,1612.90,1624.50,1598.55,1612.95,1613.00,1611.40,1611.41,1733.00,1185.30,5688997.00,195986.00
12-Mar-24,Tuesday,March,Q1,2024,EQ,1600.00,1625.00,1597.65,1600.60,1614.10,1612.95,1616.23,1733.00,1185.30,4614222.00,207553.00
11-Mar-24,Monday,March,Q1,2024,EQ,1608.15,1613.80,1588.00,1616.45,1600.00,1600.60,1600.80,1733.00,1185.30,6752895.00,243001.00
07-Mar-24,Thursday,March,Q1,2024,EQ,1616.60,1628.45,1604.20,1617.55,1612.00,1616.45,1616.64,1733.00,1185.30,6348359.00,244687.00
06-Mar-24,Wednesday,March,Q1,2024,EQ,1602.80,1620.15,1576.00,1606.50,1618.50,1617.55,1596.53,1733.00,1185.30,6420684.00,243568.00
05-Mar-24,Tuesday,March,Q1,2024,EQ,1634.00,1637.35,1602.00,1637.20,1604.00,1606.50,1610.57,1733.00,1185.30,4596579.00,241650.00
04-Mar-24,Monday,March,Q1,2024,EQ,1657.85,1664.45,1633.65,1656.30,1635.75,1637.20,1641.87,1733.00,1185.30,4445156.00,193640.00
02-Mar-24,Saturday,March,Q1,2024,EQ,1658.85,1665.00,1654.05,1654.70,1655.20,1656.30,1659.64,1733.00,1185.30,292153.00,9759.00
01-Mar-24,Friday,March,Q1,2024,EQ,1669.00,1671.95,1651.00,1673.90,1653.80,1654.70,1662.37,1733.00,1185.30,6387291.00,268042.00
29-Feb-24,Thursday,February,Q1,2024,EQ,1665.00,1682.25,1653.30,1671.25,1674.00,1673.90,1669.82,1733.00,1185.30,7814722.00,199180.00
28-Feb-24,Wednesday,February,Q1,2024,EQ,1670.00,1687.80,1662.05,1663.60,1666.00,1671.25,1673.95,1733.00,1185.30,3188916.00,168195.00
27-Feb-24,Tuesday,February,Q1,2024,EQ,1661.00,1671.10,1652.80,1660.15,1664.50,1663.60,1660.89,1733.00,1185.30,5159088.00,177632.00
26-Feb-24,Monday,February,Q1,2024,EQ,1674.95,1674.95,1645.00,1676.85,1660.00,1660.15,1656.14,1733.00,1185.30,2782438.00,138789.00
23-Feb-24,Friday,February,Q1,2024,EQ,1697.00,1698.45,1671.90,1681.35,1675.05,1676.85,1680.38,1733.00,1185.30,5373072.00,159253.00
22-Feb-24,Thursday,February,Q1,2024,EQ,1665.00,1684.60,1644.40,1655.55,1678.25,1681.35,1664.73,1733.00,1185.30,5841277.00,201360.00
21-Feb-24,Wednesday,February,Q1,2024,EQ,1674.00,1674.00,1645.30,1685.25,1652.00,1655.55,1659.26,1733.00,1185.30,4300508.00,199597.00
20-Feb-24,Tuesday,February,Q1,2024,EQ,1685.00,1694.25,1668.75,1699.75,1685.40,1685.25,1680.60,1733.00,1185.30,3706389.00,158582.00
19-Feb-24,Monday,February,Q1,2024,EQ,1705.00,1711.50,1687.70,1701.65,1699.00,1699.75,1702.16,1733.00,1185.30,3690993.00,100191.00
16-Feb-24,Friday,February,Q1,2024,EQ,1689.00,1709.00,1687.95,1676.35,1698.65,1701.65,1699.40,1733.00,1185.30,4880654.00,161141.00
15-Feb-24,Thursday,February,Q1,2024,EQ,1677.00,1687.75,1661.60,1666.20,1680.00,1676.35,1673.73,1733.00,1185.30,4834391.00,191636.00
14-Feb-24,Wednesday,February,Q1,2024,EQ,1660.20,1669.45,1635.50,1684.55,1666.80,1666.20,1648.69,1733.00,1185.30,3768579.00,162385.00
13-Feb-24,Tuesday,February,Q1,2024,EQ,1683.00,1689.10,1663.50,1680.10,1681.50,1684.55,1676.31,1733.00,1185.30,2696481.00,143586.00
12-Feb-24,Monday,February,Q1,2024,EQ,1670.35,1692.95,1670.35,1669.35,1677.20,1680.10,1684.63,1733.00,1185.30,3555808.00,172951.00
09-Feb-24,Friday,February,Q1,2024,EQ,1684.70,1692.90,1659.80,1692.10,1670.00,1669.35,1669.56,1733.00,1185.30,4600004.00,228352.00
08-Feb-24,Thursday,February,Q1,2024,EQ,1698.00,1706.35,1682.80,1693.75,1693.00,1692.10,1692.50,1733.00,1185.30,5919715.00,237027.00
07-Feb-24,Wednesday,February,Q1,2024,EQ,1729.00,1729.00,1686.85,1729.45,1695.00,1693.75,1699.46,1733.00,1185.30,4613877.00,273680.00
06-Feb-24,Tuesday,February,Q1,2024,EQ,1686.75,1733.00,1673.95,1687.20,1728.00,1729.45,1717.32,1733.00,1185.30,7694265.00,250855.00
05-Feb-24,Monday,February,Q1,2024,EQ,1694.75,1700.75,1681.85,1693.35,1683.40,1687.20,1690.95,1718.50,1185.30,3634135.00,137014.00
02-Feb-24,Friday,February,Q1,2024,EQ,1666.05,1718.50,1665.00,1657.05,1693.30,1693.35,1697.40,1718.50,1185.30,7858483.00,259562.00
01-Feb-24,Thursday,February,Q1,2024,EQ,1659.55,1677.00,1650.35,1660.90,1655.00,1657.05,1662.81,1690.00,1185.30,5760011.00,169224.00
31-Jan-24,Wednesday,January,Q1,2024,EQ,1648.25,1667.25,1638.10,1651.45,1656.75,1660.90,1655.75,1690.00,1185.30,6763779.00,181217.00
30-Jan-24,Tuesday,January,Q1,2024,EQ,1662.45,1690.00,1648.25,1656.60,1653.00,1651.45,1667.00,1690.00,1185.30,4995943.00,171051.00
29-Jan-24,Monday,January,Q1,2024,EQ,1665.15,1679.35,1647.60,1669.10,1651.05,1656.60,1658.53,1680.55,1185.30,4253785.00,169843.00
25-Jan-24,Thursday,January,Q1,2024,EQ,1672.95,1680.55,1658.00,1675.40,1666.00,1669.10,1669.03,1680.55,1185.30,8865304.00,238696.00
24-Jan-24,Wednesday,January,Q1,2024,EQ,1659.90,1680.00,1645.00,1642.15,1673.00,1675.40,1662.71,1680.00,1185.30,8999681.00,288491.00
23-Jan-24,Tuesday,January,Q1,2024,EQ,1650.10,1674.70,1637.70,1648.85,1642.00,1642.15,1658.08,1674.70,1185.30,9401255.00,241104.00
20-Jan-24,Saturday,January,Q1,2024,EQ,1665.55,1669.25,1645.00,1659.20,1649.45,1648.85,1652.55,1669.25,1185.30,1158144.00,41544.00
19-Jan-24,Friday,January,Q1,2024,EQ,1651.60,1665.50,1644.15,1642.60,1657.85,1659.20,1657.08,1665.50,1185.30,4522736.00,189909.00
18-Jan-24,Thursday,January,Q1,2024,EQ,1642.65,1649.00,1628.25,1640.20,1646.65,1642.60,1639.29,1664.95,1185.30,6375464.00,227265.00
17-Jan-24,Wednesday,January,Q1,2024,EQ,1620.25,1647.50,1620.25,1631.55,1641.00,1640.20,1639.02,1664.95,1185.30,9209876.00,295426.00
16-Jan-24,Tuesday,January,Q1,2024,EQ,1644.80,1648.50,1625.00,1652.10,1626.00,1631.55,1637.98,1664.95,1185.30,6500917.00,270528.00
15-Jan-24,Monday,January,Q1,2024,EQ,1644.95,1664.95,1636.00,1612.75,1652.00,1652.10,1648.80,1664.95,1185.30,13228305.00,332165.00
12-Jan-24,Friday,January,Q1,2024,EQ,1562.00,1618.00,1555.40,1494.20,1615.00,1612.75,1597.81,1619.75,1185.30,26754401.00,707055.00
11-Jan-24,Thursday,January,Q1,2024,EQ,1524.90,1525.00,1486.60,1519.90,1520.30,1494.20,1499.59,1619.75,1185.30,11296088.00,311866.00
10-Jan-24,Wednesday,January,Q1,2024,EQ,1524.95,1535.45,1505.00,1529.30,1519.95,1519.90,1519.11,1619.75,1185.30,4096845.00,144590.00
09-Jan-24,Tuesday,January,Q1,2024,EQ,1541.90,1553.00,1525.85,1522.80,1530.05,1529.30,1541.86,1619.75,1185.30,4412074.00,142604.00
08-Jan-24,Monday,January,Q1,2024,EQ,1528.95,1536.00,1513.25,1532.55,1520.00,1522.80,1523.73,1619.75,1185.30,4440136.00,159896.00
05-Jan-24,Friday,January,Q1,2024,EQ,1506.75,1539.70,1506.25,1512.70,1531.00,1532.55,1530.26,1619.75,1185.30,8895403.00,219641.00
04-Jan-24,Thursday,January,Q1,2024,EQ,1504.95,1519.75,1492.90,1490.00,1513.00,1512.70,1508.26,1619.75,1185.30,7056038.00,202211.00
03-Jan-24,Wednesday,January,Q1,2024,EQ,1519.95,1519.95,1488.00,1534.40,1492.00,1490.00,1499.65,1619.75,1185.30,7550363.00,303866.00
02-Jan-24,Tuesday,January,Q1,2024,EQ,1546.00,1549.15,1523.00,1551.35,1533.00,1534.40,1533.27,1619.75,1185.30,5396313.00,235015.00
01-Jan-24,Monday,January,Q1,2024,EQ,1539.00,1557.00,1535.25,1542.90,1548.00,1551.35,1548.27,1619.75,1185.30,2808451.00,144697.00
29-Dec-23,Friday,December,Q4,2023,EQ,1541.05,1559.45,1540.00,1562.65,1542.65,1542.90,1544.62,1619.75,1185.30,4388990.00,218692.00
28-Dec-23,Thursday,December,Q4,2023,EQ,1568.95,1568.95,1555.00,1567.10,1566.00,1562.65,1561.64,1619.75,1185.30,5702253.00,236913.00
27-Dec-23,Wednesday,December,Q4,2023,EQ,1544.00,1570.00,1544.00,1543.95,1568.60,1567.10,1560.67,1619.75,1185.30,4225849.00,182574.00
26-Dec-23,Tuesday,December,Q4,2023,EQ,1535.00,1548.00,1523.00,1562.90,1546.00,1543.95,1539.75,1619.75,1185.30,6878067.00,306708.00
22-Dec-23,Friday,December,Q4,2023,EQ,1534.95,1566.00,1523.00,1536.00,1560.60,1562.90,1544.96,1619.75,1185.30,6741060.00,248721.00
21-Dec-23,Thursday,December,Q4,2023,EQ,1521.25,1546.65,1521.25,1536.40,1540.05,1536.00,1536.05,1619.75,1185.30,5319038.00,234678.00
20-Dec-23,Wednesday,December,Q4,2023,EQ,1565.05,1583.50,1530.00,1558.30,1531.00,1536.40,1561.35,1619.75,1185.30,6592367.00,313361.00
19-Dec-23,Tuesday,December,Q4,2023,EQ,1570.10,1573.95,1543.25,1564.35,1555.00,1558.30,1557.15,1619.75,1185.30,4221721.00,164124.00
18-Dec-23,Monday,December,Q4,2023,EQ,1567.95,1593.00,1560.30,1578.40,1563.00,1564.35,1572.19,1619.75,1185.30,6467243.00,261709.00
15-Dec-23,Friday,December,Q4,2023,EQ,1523.05,1588.55,1521.00,1501.45,1576.55,1578.40,1561.19,1619.75,1185.30,18395389.00,453100.00
14-Dec-23,Thursday,December,Q4,2023,EQ,1463.40,1511.00,1461.35,1449.00,1506.00,1501.45,1492.04,1619.75,1185.30,12489858.00,315316.00
13-Dec-23,Wednesday,December,Q4,2023,EQ,1476.00,1476.05,1433.15,1476.05,1449.95,1449.00,1446.80,1619.75,1185.30,8549258.00,337694.00
12-Dec-23,Tuesday,December,Q4,2023,EQ,1477.50,1490.00,1467.65,1488.50,1476.00,1476.05,1477.51,1619.75,1185.30,6103494.00,184795.00
11-Dec-23,Monday,December,Q4,2023,EQ,1490.00,1498.00,1482.00,1491.15,1489.50,1488.50,1490.33,1619.75,1185.30,3862018.00,147641.00
